,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1332,p,p,p,p,n,p,p,p,p,p,p,p,p,n,n,p,p,p,n,p,n,p,p,p,p,p,p,p,n,p
1333,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p
1334,p,p,p,p,n,p,p,n,p,p,p,p,n,n,p,p,p,p,n,n,n,n,n,p,n,p,p,p,p,n
1335,n,n,p,p,p,p,p,p,p,p,p,n,n,p,n,p,p,p,p,p,p,n,n,n,p,p,p,n,p,p
1336,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,n,p,p,p,p,n,p,n,n,p,p,n,n,p,p
1337,p,p,p,p,n,p,n,n,n,p,p,p,n,p,p,p,n,n,n,p,n,p,p,p,p,p,p,p,p,p
1338,p,n,p,p,p,p,p,n,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,n,n,p,n
1339,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p
1340,n,n,n,n,p,p,n,n,p,p,p,n,n,n,p,n,n,p,n,n,p,n,p,p,n,n,p,p,p,n
1341,n,p,p,n,n,n,p,p,p,p,p,p,p,p,p,n,p,n,p,p,n,n,p,p,p,n,n,p,p,n
1342,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,n,p,p,p,p,p,p,p,p
1343,n,p,n,n,p,n,p,n,n,n,n,n,p,n,n,p,n,n,n,n,p,n,n,n,n,n,p,n,n,n
1344,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,n,n,p,p,p,p,n,p,n,n
1345,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p
1346,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p
1347,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,n,n,p,p,p,p,n,p,p,p,p,n,p,p
1348,p,p,p,n,n,p,p,p,p,p,p,p,n,p,n,p,p,p,n,p,p,n,p,n,p,p,p,n,p,p
1349,n,n,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p
1350,n,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,n
1351,p,p,p,p,p,p,n,n,n,n,n,n,p,p,p,p,p,n,p,n,p,n,p,n,n,n,p,p,p,p
1352,p,p,p,n,n,n,p,p,n,n,p,n,n,p,n,n,p,n,n,n,n,n,p,n,n,p,n,n,n,n
1353,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p
1354,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,n,p,p,p,p,n
1355,p,n,p,p,p,p,n,n,p,p,p,n,p,n,p,p,n,p,p,n,n,p,p,n,n,p,p,n,p,p
1356,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p
1357,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p
1358,p,n,p,n,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,n,n,p,p,n,n
1359,p,p,n,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1360,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,n,p,p,p,p
1361,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1362,n,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p
1363,n,p,p,p,n,n,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
1364,p,n,p,n,p,n,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
1365,p,n,p,n,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,n,p,n
1366,p,n,p,n,p,p,p,p,p,p,p,p,n,p,p,p,n,n,n,p,p,p,p,p,p,p,p,p,p,p
1367,p,n,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,n,p,p,n,n,p,p,p,p,p,p,p
1368,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,n,p,p,p,n,p,p,p,n,p,p,n,p,p
1369,n,n,n,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,n,p,n,p,p,n,n,p
1370,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,n,p,p,n,p
1371,p,p,n,p,p,p,n,p,n,n,p,p,p,p,p,p,p,n,n,p,p,n,p,n,p,p,n,n,n,p
1372,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p
1373,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p
1374,p,n,p,p,p,p,p,p,n,p,n,n,n,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p
1375,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
1376,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,n,p,p,n,p,p,p,p
