,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
664,p,p,p,n,p,p,p,p,n,p,p,n,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p
665,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
666,n,p,p,p,p,p,n,p,p,n,p,n,p,p,p,n,p,p,p,n,p,n,p,n,p,p,p,p,n,p
667,n,p,p,p,n,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p
668,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
669,p,p,p,p,p,n,p,p,n,p,p,p,n,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p
670,p,p,p,n,n,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,n,p,p
671,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p
672,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
673,p,p,p,n,p,p,n,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p
674,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n
675,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p
676,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
677,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,n,n,p,n,n,n,p,n,p,p,p,n,p,n
678,p,p,p,n,p,p,p,n,p,p,p,p,p,n,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,n
679,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
680,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,n,p
681,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n
682,p,n,p,p,p,p,n,p,p,p,p,n,p,n,n,p,p,p,p,p,p,p,p,p,n,p,n,p,n,n
683,n,p,n,p,p,p,n,p,p,n,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p
684,p,n,p,p,p,n,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p
685,n,n,n,p,n,n,p,p,n,n,n,p,p,p,n,n,p,p,p,p,n,p,p,n,p,n,p,p,n,p
686,n,n,p,p,p,p,p,p,p,n,p,n,n,p,n,n,n,n,n,n,p,p,p,n,p,p,p,p,p,p
687,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p
688,p,n,p,p,p,p,p,n,p,n,p,p,p,p,n,p,n,n,p,p,p,p,n,p,p,n,p,p,p,p
689,n,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,n,p,p
690,p,p,p,p,p,n,p,p,n,p,p,p,n,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n
691,p,p,n,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,n
692,n,p,n,p,n,p,p,p,p,n,p,n,p,n,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,n
693,n,p,p,n,n,n,n,p,n,p,p,n,n,n,p,n,n,n,p,p,p,p,p,p,p,p,n,p,p,p
694,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
695,p,n,p,p,p,p,p,p,n,p,p,n,p,n,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p
696,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
697,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,n,n,p,p,p,n,n,p,p,p,n,p,p,p,p
698,p,n,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p
699,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
700,p,p,n,p,p,n,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
701,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
702,n,p,p,p,p,p,p,p,n,p,p,p,n,p,p,n,p,n,p,n,p,n,p,p,p,p,n,p,p,p
703,n,p,n,n,p,p,p,n,p,n,n,p,n,n,n,p,n,n,p,n,n,p,p,n,p,p,p,n,p,p
704,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
705,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,n,p,p,p,p,p,p,p
706,p,n,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p
707,n,p,p,n,p,p,p,n,p,p,p,p,n,p,p,n,p,p,n,p,p,p,p,n,p,p,p,p,p,n
708,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p
709,p,p,p,p,n,p,p,n,p,n,p,n,n,p,p,p,n,p,p,n,p,p,p,n,p,p,n,p,p,p
710,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
711,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
712,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
713,p,p,p,n,p,p,p,p,n,p,p,p,p,n,p,p,n,n,p,p,p,p,p,p,n,n,n,p,p,p
714,n,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,n,n,p,p,p,p,p,n,p,p,n,p
715,p,p,n,n,n,p,n,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,n,n,p
716,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
717,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p
718,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,n,p,p,p,p
719,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p
720,p,p,p,n,p,p,p,p,p,n,n,p,p,p,p,n,p,p,p,p,p,n,p,p,n,p,p,p,p,p
721,n,n,n,n,p,n,p,n,n,n,n,n,p,n,p,n,n,n,p,n,n,p,n,n,n,n,n,n,n,p
722,n,n,p,p,p,p,p,n,p,p,p,p,p,n,p,n,p,p,n,n,p,n,p,n,p,p,n,p,p,p
723,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p
724,n,n,p,n,n,p,p,p,p,n,n,n,p,p,p,p,p,n,p,p,p,n,p,p,p,n,n,p,p,p
725,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p
726,p,p,n,p,p,p,n,n,p,p,n,n,p,n,p,p,n,p,p,n,n,p,p,n,p,n,n,n,p,p
727,p,n,n,p,p,p,n,p,n,p,p,p,p,p,n,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p
728,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p
729,p,p,p,n,p,p,p,n,p,n,p,n,n,n,p,p,p,n,n,p,n,p,p,p,n,n,p,p,n,p
730,p,p,n,n,p,n,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p
731,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n
732,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p
733,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
734,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,n,p,p,n,p
735,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,n,p,p,p,p,n,p,p,p
736,p,n,p,n,p,p,n,n,p,n,n,n,n,n,p,p,n,n,p,p,p,n,n,n,n,p,p,p,p,n
737,p,n,n,p,p,n,p,p,p,p,n,p,p,p,p,n,n,p,p,p,p,n,n,n,p,p,n,p,n,n
738,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n
739,n,p,n,p,n,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p
740,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,n,p,n,p,p,n,p,p,p,p,p,p,p
741,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
742,p,p,p,p,p,p,p,p,n,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p
743,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p
744,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
745,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,n,p,n,p,p,p,n,p,p,p,p,n,n,p,p
746,p,p,p,p,n,p,n,n,p,n,p,p,p,p,p,n,n,p,n,p,p,n,p,p,n,n,n,p,n,n
747,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p
748,n,n,p,n,p,p,n,p,n,n,p,n,n,n,n,n,n,p,p,p,n,p,n,p,p,p,n,n,n,p
749,p,p,n,p,n,n,p,p,p,p,p,p,p,n,n,p,p,n,n,p,n,p,n,p,p,n,p,p,p,p
750,p,p,p,n,n,p,n,n,n,n,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,n
751,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p
752,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p
753,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
754,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
755,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
756,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
757,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p
758,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
759,p,p,p,n,n,p,p,p,p,p,n,p,n,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p
760,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
761,p,p,p,p,p,n,n,p,p,p,p,n,p,n,n,p,p,p,p,p,p,p,p,n,p,p,p,n,n,n
762,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,n,p,p
763,p,p,n,p,p,p,p,n,p,p,p,p,n,p,n,n,p,p,p,n,p,p,n,p,p,p,p,p,p,p
764,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,n,n,p,p,p,p,p,n
765,p,p,p,p,n,p,p,n,p,p,p,p,n,n,p,p,n,p,p,p,p,p,p,n,p,p,n,n,p,p
766,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p
767,p,p,p,p,p,n,p,n,p,p,n,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p
768,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,n,p
769,p,n,p,p,p,n,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
770,p,p,p,n,n,n,n,p,p,p,n,n,p,p,p,n,p,p,p,p,p,n,p,n,n,n,p,p,n,n
771,n,n,p,n,p,p,p,n,n,n,p,n,p,p,n,n,p,p,p,n,p,n,n,p,n,n,n,n,n,n
772,p,n,p,n,n,p,p,p,n,n,p,p,n,p,p,p,p,n,p,p,n,p,n,p,p,n,n,p,n,p
773,p,n,p,p,p,p,n,n,p,p,p,p,n,p,n,n,p,n,p,n,n,p,n,p,n,p,p,p,n,n
774,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,n,n,p,n,p,p,p,n,p,n,p,p
775,p,p,p,p,p,p,p,n,p,p,n,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p,n,p,p,n
776,n,n,p,p,n,p,p,n,n,p,p,n,p,n,p,n,p,n,p,n,n,p,p,n,p,n,p,n,p,p
777,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,n,n,p,p,p,p,p,n,p,p,n
778,n,p,p,p,p,p,p,n,p,p,n,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p
779,p,n,p,n,p,n,p,p,p,p,p,p,p,n,n,p,n,p,n,p,n,n,p,n,p,p,p,n,n,p
780,p,p,p,p,p,p,n,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
781,n,p,n,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
782,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,n,p,p,n,n
783,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
784,p,p,p,p,n,p,n,p,p,p,p,n,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
785,p,p,p,p,n,p,n,n,p,p,p,p,p,n,p,p,n,p,p,p,n,n,n,p,p,p,p,p,p,n
786,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
787,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,n,n,p,p,n,p,n,p,n,n
788,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,n,p,p,n,p,p,n,n,n,n,p,p,p
789,p,p,n,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p
790,n,n,p,n,n,p,p,n,p,n,p,p,p,p,n,p,n,p,p,n,n,p,p,n,p,p,n,p,p,n
791,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,n,n,p,p,n,p,n,p,p,p,p,p,n,p,n
792,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
793,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p
794,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n
795,p,n,p,p,p,n,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
796,n,n,n,p,p,n,n,n,p,p,n,p,n,n,n,p,n,n,n,p,n,p,n,p,p,p,p,p,n,p
797,n,p,n,p,p,p,n,n,p,n,p,p,p,n,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,n
798,p,p,p,n,p,p,p,p,p,p,n,p,p,n,n,n,p,n,p,p,n,p,p,p,p,p,p,p,n,p
799,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p
800,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,p
801,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
802,p,n,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p
803,n,n,p,p,p,n,p,p,p,p,n,p,n,n,p,p,p,p,p,p,n,n,n,n,n,n,n,n,p,p
804,p,p,p,n,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,n
805,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p
806,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
807,p,p,p,p,n,n,n,p,p,p,p,n,p,n,p,n,p,p,n,p,p,p,p,p,p,p,n,p,p,p
808,p,p,p,p,p,p,p,p,n,n,p,n,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p
809,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,n,p,p,p
810,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,n,p,n,n,p,n,p,p,p,p
811,p,n,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p
812,p,n,p,n,p,p,p,n,p,p,n,p,p,p,n,p,n,n,p,p,p,n,p,n,n,n,n,n,p,p
813,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n
814,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
815,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p
816,p,p,n,p,p,n,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p
817,p,n,p,n,p,n,p,p,p,p,n,n,n,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p
818,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p
819,p,n,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
820,p,p,p,p,p,n,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,n,p,p,p,n,n
821,p,n,p,n,n,p,p,n,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,n,p,n,p
822,p,n,p,p,p,n,p,n,p,p,p,p,n,p,p,n,p,n,p,p,n,p,p,p,n,n,n,n,p,n
823,p,p,p,p,p,n,n,p,n,p,p,n,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n
824,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p
825,p,n,p,p,n,p,p,n,n,n,p,n,p,n,n,p,n,p,n,n,n,p,n,n,p,n,p,p,p,n
826,p,n,p,p,p,n,p,p,n,n,p,p,n,p,p,p,p,n,p,p,p,p,p,p,n,p,p,n,p,n
827,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p
828,p,p,p,p,p,p,n,n,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p
829,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,n,p,p,n,p,p,n,p,p,p,n,p
830,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,n,p,p
831,p,p,n,p,p,p,p,p,p,n,n,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p
832,p,p,n,n,p,p,n,p,p,n,p,p,p,p,n,p,p,n,p,n,n,p,p,n,p,p,p,n,p,p
833,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p
834,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,n,p,n,p,p,n,p,p,p,n,p,p,p
835,p,p,p,p,n,p,n,n,p,n,n,p,n,p,p,p,p,n,n,n,p,p,n,n,n,n,n,p,p,p
836,n,p,p,n,n,p,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,n,
837,p,p,p,n,n,p,p,p,p,n,n,n,n,p,n,n,n,p,n,n,n,p,p,n,p,p,p,n,p,n
838,n,p,p,p,p,n,n,p,p,p,n,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,
839,n,n,n,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,n,n,p
840,p,p,p,p,p,n,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,n,n,p,p,p,p,p
841,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,n,p,p,p,p,n,p,p,p
842,n,n,p,n,p,p,p,p,p,p,p,p,p,p,n,p,n,n,n,n,p,n,p,p,p,p,p,p,p,p
843,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,n,p
844,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p
845,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,n
846,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,n,n,p,p,p,p,p
847,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p
848,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p
849,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
850,n,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,p,p,p,n,p
851,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
852,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p
853,n,n,n,n,p,p,p,p,n,p,p,n,n,p,p,n,p,p,n,p,n,p,p,p,n,p,p,n,p,p
854,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p
855,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
856,n,n,p,p,p,n,n,p,n,p,n,p,p,n,p,n,p,p,p,p,p,p,p,p,p,p,n,n,n,p
857,n,n,p,p,p,n,n,p,p,p,p,p,n,n,p,p,p,p,p,p,p,n,n,n,p,n,p,p,p,n
858,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,n,p,p,n,p,n,p,p,p,p,p
859,p,n,p,n,n,n,p,p,n,n,n,p,p,n,p,p,n,p,n,p,p,p,n,n,n,n,n,p,p,n
860,p,p,n,p,p,p,p,n,p,p,p,p,n,p,p,n,p,p,n,p,n,p,p,p,p,p,p,p,p,p
861,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,n,n,p,n,n,p,p,p
862,p,p,n,p,n,p,n,n,n,p,p,n,n,p,p,p,p,p,p,n,n,p,n,p,p,p,p,n,p,p
863,p,n,n,n,p,p,p,p,p,p,p,n,p,p,p,p,n,n,n,p,p,n,p,p,p,p,n,n,p,p
864,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p
865,p,p,p,p,p,p,p,p,n,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p
866,p,p,p,p,p,n,p,p,p,p,p,p,n,p,p,n,p,p,p,p,p,p,p,p,p,n,p,n,p,
867,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p
868,p,p,p,p,p,p,n,p,p,p,p,n,p,n,n,p,p,p,p,p,p,n,n,n,p,p,p,p,n,p
869,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
870,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
871,p,p,n,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
872,p,p,p,n,p,n,p,n,p,p,p,p,p,n,p,n,p,n,n,p,p,p,p,n,p,p,p,p,n,p
873,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p
874,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,p,p,n,n,p,n,p,p,p,p
875,p,p,n,p,p,p,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,p,n,p,p,p,p,p,p,p
876,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,n,p,n,p,n,p,p,p,p,n,p,p,p,p
877,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p
878,n,p,p,n,p,n,p,n,n,p,p,p,p,p,n,n,p,p,p,n,p,p,p,p,p,n,p,p,n,n
879,p,p,p,p,p,n,p,p,p,p,n,p,p,p,p,n,p,p,p,n,p,p,p,n,n,p,p,n,p,p
880,n,p,p,p,p,p,p,p,n,n,p,p,n,n,p,p,p,n,n,p,p,p,p,p,p,p,p,p,p,p
881,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,p,n,n,p,p,n,n,p,p,p
882,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
883,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,n,p
884,p,n,n,p,p,p,p,n,n,p,p,n,n,p,p,p,n,p,n,n,p,p,p,p,p,p,p,p,p,p
885,p,p,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p,p,n,p,p,p,p,p,p,p,p
886,p,p,n,p,n,p,p,p,p,p,n,p,p,p,p,p,p,n,n,p,p,p,p,p,n,p,p,n,p,p
887,p,n,p,p,p,n,p,p,p,n,p,p,p,p,n,n,p,p,p,n,p,p,p,p,p,p,p,p,n,n
